53|0.58|0.58|2.28|2.05|2.23|2.32|3.62|13.66|9.17
54|18.36|21.95|20.79|21.85|22.95|25.34|37.42|168.67|165.51
55|20.00|25.19|3.88|4.51|6.87|18.79|8.95|88.19|70.35
56|29.53|19.14|19.25|16.08|25.47|21.30|15.26|146.02|101.36
57|44.58|33.96|31.85|30.16|33.73|31.30|30.89|236.47|196.14
58|27.77|22.29|20.62|21.87|26.70|23.59|26.98|169.81|216.85
59|9.83|10.80|11.40|12.85|12.27|10.24|10.88|78.26|91.62
60|49.00|16.27|13.80|16.25|10.35|12.89|15.46|134.02|58.13
61|38.69|38.52|32.84|33.02|32.50|36.57|26.23|238.37|83.23
62|22.41|12.05|12.05|11.83|13.02|13.30|14.50|99.15|88.06
63|0.45|0.45|0.45|0.45|0.45|0.45|0.53|3.24|3.18
64|22.81|3.71|3.42|3.42|3.50|3.50|3.50|43.86|19.00
65|4.43|0.97|4.36|4.63|4.68|4.38|3.65|27.10|22.92
66|4.58|2.32|2.20|2.40|2.24|2.15|2.50|18.38|17.27
67|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
68|59.34|62.23|61.95|57.87|67.63|57.24|58.54|424.80|388.11
69|16.09|2.79|2.63|1.92|5.61|2.85|2.96|34.85|23.55
70|34.55|20.95|15.44|8.72|7.58|6.79|6.47|100.50|17.32
71|34.60|33.75|31.06|31.06|29.64|27.32|58.22|245.65|277.55
72|0.46|0.46|0.46|0.46|0.46|0.46|0.97|3.72|3.22
73|6.81|6.08|8.11|4.40|6.35|4.73|6.93|43.42|24.82
74|28.85|29.93|28.24|27.61|30.33|29.93|30.72|205.62|231.05
75|24.47|27.34|28.43|24.12|26.12|27.59|30.30|188.38|212.97
76|25.70|24.57|26.08|28.33|29.10|28.31|28.81|190.90|215.97
77|21.61|29.48|17.50|22.12|20.65|18.90|22.01|152.26|156.54
78|2.77|4.54|29.29|32.11|27.94|25.74|18.76|141.15|85.64
79|0.75|0.90|1.00|0.73|0.93|1.42|0.99|6.73|6.02
80|11.24|3.00|2.25|1.07|7.79|2.33|1.00|28.67|14.88
81|45.48|82.26|86.65|71.86|65.89|71.69|15.82|439.66|72.98
82|23.06|22.74|22.56|16.98|19.90|22.17|17.66|145.07|125.12
83|5.76|7.19|5.20|5.66|4.85|4.64|5.97|39.27|41.09
84|26.34|1.84|2.07|2.23|4.36|6.12|3.01|45.96|21.62
85|0.51|0.51|0.49|0.49|0.49|0.49|0.49|3.45|3.41
86|1.07|0.61|1.16|3.27|3.21|3.39|3.49|16.21|16.75
87|26.93|13.25|12.07|12.07|12.07|12.07|12.16|100.62|247.53
88|0.49|0.49|0.96|0.51|0.51|0.51|0.51|3.97|8.87
89|40.08|38.70|35.40|32.02|29.81|23.47|22.85|222.33|160.32
90|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
91|26.54|12.51|10.57|13.30|11.78|12.44|14.11|101.25|93.95
92|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
93|41.50|14.19|3.53|5.92|5.90|17.55|17.18|105.76|67.06
94|24.70|12.47|18.79|19.56|11.80|18.03|24.94|130.29|109.19
95|13.98|13.03|14.81|15.68|18.92|19.64|19.15|115.21|129.83
96|29.80|29.80|111.23|101.93|105.43|98.94|63.68|540.81|513.20
97|22.25|20.47|26.21|26.41|26.59|25.95|23.30|171.18|159.62
98|25.03|24.01|22.81|22.79|25.98|26.87|29.65|177.13|301.06
99|22.83|16.98|22.01|22.01|23.45|28.35|22.46|158.09|208.27
100|53.83|35.87|17.54|10.34|4.24|2.62|11.59|136.02|126.40
101|1.49|0.85|0.85|0.94|1.48|0.81|1.21|7.64|5.84
102|41.52|42.96|44.09|44.91|44.27|44.47|43.64|305.86|524.38
103|31.45|17.71|11.98|5.83|16.04|16.73|22.93|122.67|148.46
104|42.99|41.83|41.81|40.61|35.00|34.30|35.28|271.82|250.21
105|27.81|17.51|38.46|16.49|17.21|32.88|15.03|165.39|137.77
106|18.18|21.28|19.14|14.59|24.93|19.38|18.53|136.03|163.39
107|23.10|7.92|8.25|10.90|10.55|10.44|6.73|77.89|45.68
108|58.13|49.38|55.26|53.14|51.99|45.96|56.74|370.60|331.86
109|20.27|16.62|16.23|16.23|13.39|12.60|14.13|109.47|131.35
110|19.95|13.04|18.68|17.29|45.47|17.40|15.27|147.11|42.62
111|865.31|1070.32|1021.04|979.17|766.86|899.13|777.75|6379.58|6192.81
112|48.03|22.06|23.24|24.64|27.13|30.28|26.20|201.57|186.11
113|45.97|44.17|27.99|30.70|27.46|27.55|28.51|232.35|223.28
114|40.78|34.10|31.79|31.71|28.35|24.48|28.49|219.69|205.74
115|25.70|12.14|5.97|1.68|1.63|2.70|3.01|52.82|47.77
116|2.05|2.03|2.03|1.46|0.91|0.91|2.00|11.39|6.54
117|0.81|1.45|12.71|12.71|12.71|12.63|12.79|65.80|32.31
118|40.80|19.21|24.43|21.32|18.61|23.05|23.49|170.90|196.35
119|25.37|22.07|16.03|19.58|15.94|13.84|42.09|154.91|59.38
120|31.04|10.39|56.18|52.55|50.21|48.75|49.53|298.64|120.89
121|41.18|36.08|42.07|35.16|40.53|32.99|32.61|260.62|235.25
122|33.85|33.85|52.94|87.25|76.33|76.33|125.95|486.51|403.03
123|0.63|0.63|0.63|0.63|0.63|0.63|0.63|4.39|4.39
124|56.50|14.52|73.54|74.75|81.05|81.08|68.59|450.03|188.83
125|65.14|62.55|54.86|61.51|60.27|53.20|59.00|416.53|426.22
126|35.37|38.60|28.95|43.52|43.52|43.52|43.52|276.98|296.50
127|63.29|47.99|39.05|44.43|42.66|33.41|44.13|314.95|333.78
128|26.98|24.75|26.64|21.67|24.24|23.20|21.44|168.90|174.43
129|36.30|6.72|3.00|0.65|0.73|0.62|0.87|48.89|15.05
130|24.94|25.65|22.41|22.18|22.51|23.12|24.07|164.89|171.94
131|12.25|2.21|6.39|19.03|5.98|3.13|2.81|51.78|8.77
132|39.43|35.70|41.01|38.89|36.23|35.54|36.59|263.39|253.74
133|214.64|46.51|63.13|65.47|80.37|65.05|57.86|593.03|433.00
134|64.91|40.74|55.68|51.29|40.93|44.64|59.69|357.87|312.77
135|43.08|10.81|8.32|8.30|11.98|10.16|10.07|102.72|70.62
136|11.61|12.63|14.84|10.40|14.45|12.81|1.56|78.31|11.17
137|25.12|17.04|3.48|1.79|1.80|2.28|4.15|55.66|53.68
138|0.39|0.39|0.39|0.39|0.39|0.39|0.39|2.76|2.76
139|31.86|31.74|29.51|27.87|30.42|27.56|32.52|211.48|198.49
140|23.75|28.61|20.79|27.03|61.82|33.06|34.38|229.44|156.57
141|40.20|41.01|38.36|39.54|38.36|38.36|38.36|274.17|259.59
142|20.33|16.16|13.52|17.62|14.08|16.40|10.07|108.18|44.86
143|11.19|10.64|15.58|10.61|11.47|10.68|11.84|82.03|74.97
144|26.96|20.53|12.14|5.16|4.58|5.57|4.54|79.48|32.21
145|7.98|10.50|7.43|7.40|7.07|7.25|7.25|54.88|63.09
146|41.77|34.54|36.00|35.47|36.13|43.26|34.51|261.68|251.57
147|26.97|13.11|21.32|19.84|20.02|19.82|13.18|134.27|128.56
148|163.07|120.09|35.99|113.96|114.66|120.09|122.34|790.22|744.18
149|1.38|3.37|2.50|2.51|1.15|2.87|2.30|16.09|10.08
150|10.50|6.62|7.64|2.14|2.12|2.03|1.90|32.96|10.73
151|0.45|0.45|0.45|0.45|0.45|0.45|0.45|3.13|3.12
152|20.78|9.09|9.96|10.99|6.28|7.97|5.69|70.75|56.66
153|33.42|14.30|21.62|19.52|23.78|28.68|33.06|174.38|156.96
154|17.51|12.49|17.56|16.20|8.07|11.70|10.69|94.21|36.18
155|13.22|5.94|6.01|6.74|5.70|6.72|11.13|55.48|28.92
156|22.60|3.93|6.98|9.27|13.06|13.49|11.91|81.24|80.43
157|19.93|10.84|7.35|11.56|9.30|8.73|9.71|77.43|73.51
158|19.64|16.98|26.92|21.28|14.07|18.22|18.53|135.65|114.68
159|49.26|41.04|44.10|23.31|27.04|17.30|15.18|217.24|56.60
160|23.91|24.73|24.49|21.63|22.90|22.15|21.47|161.28|207.47
161|22.21|20.72|15.37|13.67|14.35|23.09|16.79|126.21|129.63
162|24.28|26.32|26.40|25.88|27.25|24.28|34.44|188.84|217.64
163|10.35|9.27|9.79|9.23|9.69|10.39|9.37|68.09|66.65
164|27.95|18.14|9.86|8.41|8.40|6.39|5.56|84.72|20.68
165|8.67|9.46|9.93|12.95|8.90|12.47|15.60|77.98|80.65
166|23.16|15.88|15.83|15.15|13.29|9.30|6.80|99.41|41.17
167|0.72|1.61|1.00|1.00|1.34|1.09|1.09|7.86|8.67
168|38.70|23.28|15.17|10.07|11.87|13.50|19.91|132.50|163.59
169|41.28|5.20|4.74|2.11|5.98|8.61|20.56|88.48|321.81
170|22.96|19.50|18.18|18.46|18.13|16.44|10.25|123.92|52.66
171|45.30|45.30|244.46|86.37|45.30|45.30|314.13|826.14|598.38
172|9.03|12.82|15.69|15.42|21.08|15.68|15.07|104.79|111.49
173|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
174|25.03|7.12|10.36|17.92|17.10|17.96|13.74|109.23|75.26
175|62.53|59.72|69.35|70.21|58.84|59.37|61.62|441.65|429.22
176|0.45|0.45|0.45|0.45|0.45|0.45|0.45|3.13|3.12
177|23.95|12.84|14.61|13.58|8.81|3.49|4.22|81.49|15.15
178|22.52|14.87|14.87|15.58|6.87|6.15|4.70|85.56|33.94
179|51.12|22.88|10.76|21.76|15.06|7.16|6.70|135.44|80.93
180|2.43|1.32|3.24|3.44|4.06|4.10|6.20|24.78|129.12
181|20.64|21.19|21.86|20.41|21.18|20.88|20.20|146.35|136.85
182|22.37|5.81|4.24|6.96|5.42|6.65|6.84|58.29|45.47
183|63.83|50.27|6.66|3.09|4.78|24.28|30.27|183.17|32.00
184|19.88|19.28|19.46|18.88|19.59|20.16|19.75|137.00|135.95
185|1.07|5.57|4.96|3.45|3.65|7.31|7.42|33.45|40.13
186|36.32|35.48|38.84|39.83|39.74|41.08|39.91|271.21|279.72
187|37.31|35.39|52.28|68.51|71.71|75.45|74.80|415.44|382.62
188|0.53|0.56|0.55|1.19|0.65|0.98|1.19|5.65|4.94
189|40.08|30.67|23.83|24.99|23.60|27.10|23.27|193.53|193.22
190|43.46|47.12|46.23|46.80|51.75|51.64|42.85|329.84|270.77
191|3.22|3.06|4.27|2.58|4.36|3.85|3.07|24.40|13.86
192|4.41|3.39|2.42|2.35|2.17|2.42|2.36|19.52|14.29
193|26.34|31.16|24.10|22.42|27.66|36.01|47.73|215.42|470.04
194|33.95|21.98|31.90|46.06|36.74|46.57|42.54|259.74|252.01
195|33.94|1.77|1.77|42.68|62.05|51.49|45.63|239.33|246.51
196|23.60|17.90|12.40|13.89|15.71|14.78|16.61|114.90|105.60
197|39.52|29.23|23.58|24.42|22.91|20.38|10.27|170.30|42.58
198|16.08|6.73|6.85|6.55|6.78|6.78|6.87|56.65|51.69
199|0.48|0.50|0.46|0.46|0.46|0.46|0.45|3.27|3.21
200|27.28|27.33|24.20|21.56|28.28|24.18|27.26|180.09|218.72
201|38.02|29.13|27.32|27.17|30.46|26.23|24.30|202.64|153.22
202|2.31|3.24|3.24|3.62|4.27|5.08|5.19|26.97|35.59
203|9.83|8.15|8.32|9.31|8.92|7.84|8.89|61.25|63.16
204|6.34|11.66|8.40|8.57|9.05|7.80|8.40|60.23|46.63
205|40.65|39.92|39.83|53.62|39.96|40.43|37.46|291.88|268.50
206|9.41|11.13|11.13|21.20|19.57|29.52|11.30|113.24|102.40
207|14.88|22.77|17.44|15.83|15.80|17.67|17.23|121.62|129.00
208|15.04|22.17|6.20|6.18|6.27|5.78|8.12|69.75|47.53
209|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
210|37.44|11.63|18.74|22.43|20.22|18.91|18.91|148.28|109.00
211|7.19|2.09|17.40|16.54|23.19|17.00|15.29|98.70|100.89
212|4.89|3.35|8.21|5.43|4.33|8.05|5.48|39.74|42.06
213|26.62|27.36|21.10|22.22|21.16|22.41|23.61|164.48|179.13
214|27.89|17.06|14.69|12.95|8.39|6.71|3.90|91.60|15.34
215|12.77|7.16|4.66|4.44|4.05|4.64|6.63|44.35|41.36
216|16.63|14.18|15.30|14.17|16.64|7.15|15.53|99.60|59.60
217|31.41|11.59|16.25|16.00|18.66|13.99|16.08|124.00|77.25
218|1032.75|770.36|785.72|785.52|364.66|8.70|8.70|3756.41|244.03
219|0.52|0.52|0.52|0.52|0.79|0.52|0.62|4.00|4.29
220|58.49|56.82|59.00|43.85|57.42|55.87|45.49|376.94|111.03
221|18.36|21.53|19.39|20.91|20.81|32.57|38.22|171.80|143.21
222|28.72|9.26|14.86|14.28|19.68|15.17|16.61|118.58|144.23
223|16.55|7.47|6.37|6.01|5.15|4.81|4.97|51.34|26.08
224|73.86|24.63|15.32|4.03|6.66|6.85|4.96|136.31|19.46
225|21.12|20.10|21.28|20.74|21.59|21.00|20.84|146.67|142.11
226|1.13|1.38|8.94|9.23|10.98|11.59|7.34|50.60|42.27
227|14.84|15.01|19.63|10.75|10.75|11.33|15.80|98.11|148.25
228|26.67|17.14|12.65|14.93|16.32|18.71|18.52|124.94|89.95
229|15.99|23.75|21.29|21.79|21.77|21.79|20.66|147.03|183.51
230|8.73|9.66|9.22|9.42|8.37|8.75|8.83|62.97|77.30
231|27.90|68.43|68.43|67.02|56.92|56.92|56.92|402.54|398.46
232|43.69|7.58|20.15|5.94|22.15|4.21|28.22|131.94|45.49
233|7.85|6.50|6.89|7.59|6.87|8.02|9.17|52.88|51.52
234|10.99|3.39|9.83|2.31|3.05|3.05|7.86|40.48|36.73
235|20.19|10.29|8.33|6.06|9.63|9.24|8.47|72.22|48.76
236|30.52|12.88|12.14|12.84|16.49|16.59|17.89|119.35|108.88
237|7.78|5.98|3.89|4.27|7.73|8.74|9.40|47.81|54.90
238|2.41|2.34|2.58|2.53|2.08|2.34|1.75|16.04|11.81
239|31.81|4.35|1.46|2.10|1.79|3.93|5.45|50.89|12.45
240|27.97|12.44|9.63|13.87|11.24|27.26|23.59|126.01|115.12
241|22.78|8.21|9.65|9.17|8.02|9.03|9.84|76.69|64.36
242|1.19|1.19|1.19|1.19|1.19|1.19|1.34|8.47|8.35
243|26.11|21.82|11.05|6.95|5.16|1.90|2.61|75.59|13.98
244|11.24|10.58|9.89|13.72|14.68|13.55|13.42|87.09|100.72
245|8.04|10.12|11.02|7.79|5.48|15.01|10.24|67.71|64.37
246|1.11|1.81|1.42|1.30|1.30|1.30|1.30|9.54|9.11
247|27.28|34.95|38.56|39.52|33.82|31.43|39.76|245.32|265.53
248|596.71|596.71|596.71|596.71|596.71|596.71|596.71|4176.94|4176.94
249|0.63|0.63|19.98|21.47|18.28|26.17|12.62|99.78|70.04
250|22.86|22.03|28.26|29.19|26.14|26.56|28.07|183.12|226.04
251|27.77|27.92|28.91|28.60|29.29|28.65|29.62|200.75|196.16
252|27.31|5.08|2.79|2.65|5.41|1.68|11.07|56.00|67.34
253|4.50|6.07|5.81|5.31|5.79|4.42|4.16|36.05|30.34
254|66.93|20.92|14.95|0.71|12.56|9.91|14.96|140.94|197.58
255|20.49|24.36|19.37|23.16|24.17|19.16|22.54|153.25|215.83
256|15.78|9.39|4.33|3.44|2.34|4.07|1.51|40.86|8.40
257|19.98|17.13|16.61|17.28|14.61|16.99|17.78|120.39|140.64
258|32.71|31.48|42.35|41.51|40.03|41.29|40.67|270.04|262.97
259|14.44|25.35|15.38|17.74|17.54|14.30|14.36|119.10|119.91
260|4.22|4.43|4.17|4.29|4.74|4.74|4.74|31.34|33.20
261|21.34|2.11|6.55|5.19|5.75|7.19|8.68|56.81|38.38
262|16.69|24.27|14.81|13.92|14.42|12.97|13.87|110.95|82.13
263|39.73|34.24|30.00|22.64|30.16|29.31|18.05|204.12|81.55
264|26.94|24.53|27.07|26.71|27.40|26.90|27.18|186.73|207.47
265|0.52|0.52|0.52|0.56|0.53|0.54|0.65|3.86|3.83
266|0.51|0.51|0.51|1.26|0.79|0.58|1.31|5.47|4.55
267|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
268|56.37|62.72|65.69|62.03|66.65|61.94|73.69|449.10|421.99
269|26.27|26.60|26.22|27.70|24.19|27.10|20.11|178.18|118.12
270|23.71|19.31|23.44|22.39|28.21|18.61|30.59|166.26|115.22
271|19.46|4.89|2.17|2.71|4.21|6.87|7.03|47.35|43.01
272|0.44|0.44|0.44|0.44|0.44|0.44|0.44|3.11|3.11
273|3.27|2.42|2.23|41.68|44.00|7.71|4.03|105.34|32.69
274|20.38|14.80|20.16|17.22|22.17|22.95|23.41|141.08|109.65
275|2.83|2.45|17.24|19.13|19.58|19.83|21.05|102.11|88.35
276|26.27|22.56|22.56|22.56|22.56|22.56|22.56|161.60|157.89
277|7.28|6.86|7.11|6.78|6.63|5.62|5.14|45.42|37.06
278|71.11|60.52|76.88|58.08|57.99|55.86|56.63|437.06|421.86
279|0.46|0.46|0.46|0.46|0.46|0.46|0.46|3.21|3.22
280|26.32|14.30|15.06|12.12|8.18|8.55|8.22|92.77|38.01
281|11.67|12.20|13.25|12.23|9.96|4.48|5.96|69.76|33.51
282|40.63|12.59|38.29|37.76|39.04|37.97|39.56|245.84|199.36
283|0.59|0.59|6.02|6.09|1.04|0.97|6.03|21.34|22.66
284|0.62|0.62|0.73|0.64|0.62|0.62|1.20|5.04|4.52
285|14.71|8.61|6.94|5.08|3.97|5.28|4.46|49.05|28.86
286|3.38|3.05|3.17|3.12|3.05|3.40|2.29|21.46|9.61
287|36.54|7.50|3.91|3.35|3.29|3.57|3.77|61.94|22.64
288|6.01|4.98|5.23|5.35|3.77|4.00|4.64|33.97|44.67
289|22.39|11.90|6.09|6.46|13.36|13.85|14.34|88.38|133.59
290|7.17|9.22|10.08|8.99|9.41|10.08|12.46|67.40|54.95
291|41.46|27.90|14.92|18.26|14.78|13.35|14.78|145.46|99.79
292|5187.47|4855.30|4853.04|6437.36|4856.32|5111.88|5233.03|36534.41|49398.25
293|28.62|1.21|1.05|1.05|1.59|1.90|2.06|37.49|15.44
294|0.68|0.66|0.89|0.99|0.66|0.68|1.04|5.60|5.99
295|27.64|7.96|11.98|8.76|7.76|10.13|9.18|83.40|48.26
296|6.37|4.79|9.22|11.33|12.27|9.66|6.87|60.51|34.43
297|1.17|1.19|1.19|1.19|1.19|1.19|1.19|8.28|9.05
298|32.57|18.14|18.30|16.02|13.69|13.29|10.17|122.19|96.50
299|39.95|32.05|25.25|24.57|24.67|22.91|25.62|195.01|61.97
300|22.84|20.97|25.19|22.41|23.31|23.35|22.23|160.28|154.78
301|15.76|14.03|11.07|11.07|13.67|11.55|11.25|88.41|89.91
302|23.42|18.03|9.84|9.84|10.69|14.99|8.39|95.19|53.54
303|28.10|25.40|35.80|35.56|34.87|31.63|24.41|215.76|181.95
304|21.53|14.91|17.06|16.87|13.64|13.83|14.98|112.81|102.19
305|18.54|14.70|15.07|11.53|9.14|6.05|9.29|84.33|31.78
306|11.52|13.14|6.15|6.63|4.90|3.52|2.96|48.83|12.49
307|21.56|22.13|40.30|19.44|20.01|17.66|18.15|159.25|238.48
308|11.17|12.16|11.10|10.95|11.40|11.37|10.55|78.72|68.05
309|19.95|9.76|8.44|6.67|9.84|6.74|10.30|71.70|38.16
310|26.29|7.52|0.81|0.56|0.63|1.17|1.42|38.38|5.86
311|14.98|4.10|1.10|2.02|3.01|1.93|1.07|28.22|22.00
312|38.98|15.68|9.98|4.73|0.84|1.65|0.91|72.78|11.56
313|5.82|5.02|4.04|4.27|3.75|4.28|4.08|31.26|35.68
314|15.28|11.86|10.91|13.33|15.46|15.21|13.09|95.14|100.62
315|24.57|18.43|17.03|13.22|13.19|11.32|14.67|112.44|85.52
316|8.92|12.46|10.45|12.30|14.11|11.65|11.60|81.49|99.93
317|13.85|15.83|8.59|15.90|10.49|10.85|11.19|86.69|78.03
318|33.38|21.63|14.42|12.36|10.54|8.27|6.08|106.68|17.62
319|37.70|18.16|19.76|3.60|2.76|2.17|2.17|86.32|32.68
320|1.82|2.82|3.42|3.72|1.05|2.42|1.31|16.56|8.45
321|29.39|23.12|23.46|20.15|29.91|20.15|20.29|166.47|221.93
322|21.93|8.72|9.10|6.17|1.75|5.56|4.64|57.87|23.53
323|0.50|0.50|0.50|0.71|0.71|0.71|0.71|4.35|4.12
324|9.78|7.83|6.17|6.17|6.17|6.17|5.30|47.57|11.54
325|29.13|31.38|28.98|28.98|30.77|30.50|48.61|228.36|219.09
326|0.89|0.75|0.76|0.83|0.76|0.76|0.76|5.52|5.36
327|24.42|19.48|21.48|15.70|17.31|13.60|12.46|124.46|77.66
328|23.52|13.18|9.03|9.20|12.84|9.53|6.17|83.47|37.13
329|19.30|13.56|21.18|27.44|21.25|19.04|21.66|143.43|202.71
330|18.50|480.03|563.56|725.40|725.40|593.09|653.40|3759.38|2924.23
331|3.86|1.60|64.63|46.96|53.46|49.39|51.54|271.45|210.25
332|21.01|20.39|20.26|20.48|20.58|22.03|21.87|146.62|145.11
333|7.10|11.48|12.16|11.14|8.48|11.24|13.09|74.68|65.79
334|52.77|64.58|160.43|143.97|132.63|130.63|118.15|803.15|147.69
335|106.95|56.69|513.44|480.72|464.83|487.69|360.20|2470.51|317.21
336|17.93|16.23|12.86|14.97|14.68|13.83|11.52|102.02|77.56
337|0.53|0.53|0.53|0.53|0.53|0.53|0.53|3.73|3.73
338|12.22|12.58|19.06|16.72|15.09|14.62|16.59|106.88|93.09
339|33.76|30.67|38.83|25.75|9.61|0.44|0.44|139.53|5.06
340|13.96|13.03|13.61|13.82|13.37|13.22|12.94|93.94|111.27
341|5.84|0.83|0.82|1.60|1.60|1.60|1.85|14.13|6.62
342|61.95|26.50|16.25|17.54|32.83|26.51|27.94|209.51|207.06
343|36.88|32.40|12.29|8.95|8.17|6.66|4.11|109.47|33.99
344|13.53|6.47|3.21|1.61|0.49|3.52|5.83|34.65|27.21
345|7.42|1.67|0.52|0.52|3.43|0.65|17.93|32.14|5.19
346|43.68|15.66|17.53|14.53|13.00|12.23|12.67|129.28|64.11
347|19.24|20.36|19.43|31.11|20.72|19.19|20.61|150.67|215.14
348|0.96|1.00|1.07|1.07|0.98|1.00|1.07|7.15|11.31
349|38.74|42.72|43.45|44.94|46.67|43.08|45.28|304.87|303.96
350|0.64|1.09|0.54|2.39|0.94|0.58|1.06|7.26|5.48
351|33.28|3.82|4.31|2.27|3.67|3.13|3.71|54.19|52.86
352|40.91|72.37|60.25|61.26|71.18|72.07|64.48|442.53|508.98
353|84.03|78.39|81.74|85.65|76.63|83.98|184.92|675.34|1200.39
354|0.51|0.59|0.66|0.49|0.50|0.72|0.50|3.97|3.65
355|808.56|695.69|876.76|759.11|680.09|678.65|753.59|5252.44|2437.32
356|0.45|0.45|0.45|0.45|0.45|0.45|0.44|3.12|3.12
357|21.23|22.13|18.70|21.70|20.35|17.19|19.40|140.70|122.97
358|0.90|0.49|1.04|0.91|1.23|2.07|0.99|7.64|6.22
359|63.33|26.01|9.14|7.53|8.10|7.38|7.38|128.88|43.42
360|159.00|114.53|133.12|155.85|155.85|158.72|120.62|997.69|600.38
361|0.71|37.38|7.92|0.57|0.52|0.71|5.15|52.96|20.56
362|2.72|1.52|3.03|5.17|7.11|7.17|5.70|32.41|24.74
363|34.37|22.41|22.86|29.35|24.08|25.84|25.78|184.68|197.41
364|9.88|10.67|9.27|9.96|9.50|10.13|9.27|68.69|71.17
365|43.29|16.84|14.43|13.93|18.91|16.55|22.74|146.70|194.01
366|1.31|1.63|1.95|1.33|1.07|1.02|1.09|9.39|6.84
